"name"	"lat"	"lon"	"code"	"country"	"pop"	"date"	"capital"
"Monona"	43.06222	-89.33401	"PPL"	"US"	8164	"2017-05-23"	0
"Monroe"	42.60112	-89.63845	"PPLA2"	"US"	10796	"2017-05-23"	0
"Mount Horeb"	43.00861	-89.73846	"PPL"	"US"	7421	"2017-05-23"	0
"Mukwonago"	42.86668	-88.33343	"PPL"	"US"	7721	"2017-05-23"	0
"Muskego"	42.90585	-88.13898	"PPL"	"US"	24755	"2017-05-23"	0
"Neenah"	44.18582	-88.46261	"PPL"	"US"	25792	"2017-05-23"	0
"New Berlin"	42.9764	-88.10842	"PPL"	"US"	39825	"2017-05-23"	0
"New London"	44.39276	-88.73983	"PPL"	"US"	7172	"2017-05-23"	0
"New Richmond"	45.12302	-92.53659	"PPL"	"US"	8821	"2017-05-23"	0
"North Fond du Lac"	43.81138	-88.48344	"PPL"	"US"	5004	"2017-05-23"	0
"North La Crosse"	43.84635	-91.24819	"PPL"	"US"	50470	"2017-05-23"	0
"Oak Creek"	42.88585	-87.86314	"PPL"	"US"	35243	"2017-05-23"	0
"Oconomowoc"	43.11167	-88.49927	"PPL"	"US"	16360	"2017-05-23"	0
"Onalaska"	43.88441	-91.23514	"PPL"	"US"	18468	"2017-05-23"	0
"Oregon"	42.92611	-89.38456	"PPL"	"US"	10043	"2017-05-23"	0
"Oshkosh"	44.02471	-88.54261	"PPLA2"	"US"	66555	"2017-05-23"	0
"Pewaukee"	43.08057	-88.2612	"PPL"	"US"	8208	"2017-05-23"	0
"Platteville"	42.73416	-90.47846	"PPL"	"US"	12572	"2017-05-23"	0
"Pleasant Prairie"	42.55308	-87.93341	"PPL"	"US"	20726	"2017-05-23"	0
"Plover"	44.45636	-89.54401	"PPL"	"US"	12319	"2017-05-23"	0
"Plymouth"	43.74861	-87.97704	"PPL"	"US"	8505	"2017-05-23"	0
"Port Washington"	43.38722	-87.87564	"PPLA2"	"US"	11576	"2017-05-23"	0
"Portage"	43.53915	-89.46262	"PPLA2"	"US"	10382	"2017-05-23"	0
"Prairie du Chien"	43.05165	-91.14124	"PPLA2"	"US"	5757	"2017-05-23"	0
"Racine"	42.72613	-87.78285	"PPLA2"	"US"	77742	"2017-05-23"	0
"Reedsburg"	43.53248	-90.00263	"PPL"	"US"	9548	"2017-05-23"	0
"Rhinelander"	45.63662	-89.41208	"PPLA2"	"US"	7526	"2017-05-23"	0
"Rib Mountain"	44.91275	-89.6754	"PPL"	"US"	5651	"2017-05-23"	0
"Rice Lake"	45.50607	-91.73823	"PPL"	"US"	8391	"2017-05-23"	0
"Richfield"	43.25612	-88.19398	"PPL"	"US"	11530	"2017-05-23"	0
"Richland Center"	43.33471	-90.38679	"PPLA2"	"US"	5013	"2017-05-23"	0
"Ripon"	43.8422	-88.83594	"PPL"	"US"	7700	"2017-05-23"	0
"River Falls"	44.86136	-92.62381	"PPL"	"US"	15269	"2017-05-23"	0
"Rothschild"	44.88719	-89.62012	"PPL"	"US"	5329	"2017-05-23"	0
"Saint Francis"	42.96752	-87.87758	"PPL"	"US"	9365	"2017-05-23"	0
"Salem"	42.55474	-88.11092	"PPL"	"US"	11416	"2017-05-23"	0
"Shawano"	44.78221	-88.60899	"PPLA2"	"US"	9128	"2017-05-23"	0
"Sheboygan"	43.75083	-87.71453	"PPLA2"	"US"	48797	"2017-05-23"	0
"Sheboygan Falls"	43.73197	-87.82213	"PPL"	"US"	7840	"2017-05-23"	0
"Shorewood"	43.08918	-87.88758	"PPL"	"US"	13311	"2017-05-23"	0
"Slinger"	43.33361	-88.28621	"PPL"	"US"	5208	"2017-05-23"	0
"Somers"	42.6403	-87.91036	"PPL"	"US"	9454	"2006-01-17"	0
"South Milwaukee"	42.91057	-87.86064	"PPL"	"US"	21233	"2017-05-23"	0
"Sparta"	43.94413	-90.81291	"PPLA2"	"US"	9679	"2017-05-23"	0
"Stevens Point"	44.52358	-89.57456	"PPLA2"	"US"	26604	"2017-05-23"	0
"Stoughton"	42.91695	-89.21789	"PPL"	"US"	13067	"2017-05-23"	0
"Sturgeon Bay"	44.83416	-87.37704	"PPLA2"	"US"	8956	"2017-05-23"	0
"Sturtevant"	42.69807	-87.89452	"PPL"	"US"	6960	"2017-05-23"	0
"Suamico"	44.63194	-88.03927	"PPL"	"US"	12187	"2017-05-23"	0
"Sun Prairie"	43.1836	-89.21373	"PPL"	"US"	32365	"2017-05-23"	0
"Superior"	46.72077	-92.10408	"PPLA2"	"US"	26579	"2017-05-23"	0
"Sussex"	43.1339	-88.22204	"PPL"	"US"	10753	"2017-05-23"	0
"Tichigan"	42.8289	-88.19759	"PPL"	"US"	5133	"2017-05-23"	0
"Tomah"	43.97858	-90.50402	"PPL"	"US"	9357	"2017-05-23"	0
"Twin Lakes"	42.53113	-88.24815	"PPL"	"US"	6094	"2017-05-23"	0
"Two Rivers"	44.15388	-87.56925	"PPL"	"US"	11331	"2017-05-23"	0
"Verona"	42.99083	-89.53318	"PPL"	"US"	12540	"2017-05-23"	0
"Waterford"	42.76307	-88.21426	"PPL"	"US"	5358	"2017-05-23"	0
"Watertown"	43.19472	-88.72899	"PPL"	"US"	23819	"2017-05-23"	0
"Waukesha"	43.01168	-88.23148	"PPLA2"	"US"	71970	"2017-05-23"	0
"Waunakee"	43.19194	-89.45567	"PPL"	"US"	13311	"2017-05-23"	0
"Waupaca"	44.35803	-89.08595	"PPLA2"	"US"	6014	"2017-05-23"	0
"Waupun"	43.63332	-88.72955	"PPL"	"US"	11343	"2017-05-23"	0
"Wausau"	44.95914	-89.63012	"PPLA2"	"US"	39094	"2017-05-23"	0
"Wauwatosa"	43.04946	-88.00759	"PPL"	"US"	47614	"2017-05-23"	0
"West Allis"	43.01668	-88.00703	"PPL"	"US"	60620	"2017-05-23"	0
"West Bend"	43.42528	-88.18343	"PPLA2"	"US"	31695	"2017-05-23"	0
"West Salem"	43.89913	-91.08125	"PPL"	"US"	5014	"2017-05-23"	0
"Weston"	44.8908	-89.54762	"PPL"	"US"	15069	"2017-05-23"	0
"Whitefish Bay"	43.11334	-87.90009	"PPL"	"US"	14110	"2017-05-23"	0
"Whitewater"	42.83362	-88.73233	"PPL"	"US"	14692	"2017-05-23"	0
"Wind Lake"	42.82946	-88.1587	"PPL"	"US"	5342	"2017-05-23"	0
"Wisconsin Rapids"	44.38358	-89.81735	"PPLA2"	"US"	17897	"2017-05-23"	0
"Weirton"	40.41896	-80.58952	"PPL"	"US"	19175	"2017-03-09"	0
"Weirton Heights"	40.4084	-80.53924	"PPL"	"US"	19450	"2006-01-17"	0
"Wheeling"	40.06396	-80.72091	"PPLA2"	"US"	27648	"2017-03-09"	0
"Ansonia"	41.34621	-73.079	"PPL"	"US"	18854	"2017-05-23"	0
"Bethel"	41.37121	-73.41401	"PPL"	"US"	9549	"2017-05-23"	0
"Bridgeport"	41.16704	-73.20483	"PPL"	"US"	147629	"2017-05-23"	0
"Bristol"	41.67176	-72.94927	"PPL"	"US"	60452	"2017-05-23"	0
"Branford"	41.27954	-72.8151	"PPL"	"US"	29438	"2017-05-23"	0
"Cheshire"	41.49899	-72.90066	"PPL"	"US"	29443	"2017-05-23"	0
"Holbrook"	34.90225	-110.15818	"PPLA2"	"US"	5019	"2017-03-09"	0
"Fillmore"	34.39916	-118.91815	"PPL"	"US"	15548	"2017-03-09"	0
"Bisbee"	31.44815	-109.92841	"PPLA2"	"US"	5208	"2017-03-09"	0
"Buckeye"	33.37032	-112.58378	"PPL"	"US"	50876	"2011-05-14"	0
"Bullhead City"	35.14778	-114.5683	"PPL"	"US"	39445	"2017-03-09"	0
"Camp Verde"	34.56364	-111.85432	"PPL"	"US"	11155	"2017-03-09"	0
"Casa Grande"	32.8795	-111.75735	"PPL"	"US"	51460	"2017-03-09"	0
"Casas Adobes"	32.32341	-110.9951	"PPL"	"US"	66795	"2011-05-14"	0
"Catalina"	32.50556	-110.92111	"PPL"	"US"	7569	"2011-05-14"	0
"Catalina Foothills"	32.29785	-110.9187	"PPL"	"US"	50796	"2011-05-14"	0
"Cave Creek"	33.83333	-111.95083	"PPL"	"US"	5341	"2017-03-09"	0
"Chandler"	33.30616	-111.84125	"PPL"	"US"	260828	"2017-03-09"	0
"Chino Valley"	34.75752	-112.45378	"PPL"	"US"	11137	"2017-03-09"	0
"Coolidge"	32.97784	-111.51762	"PPL"	"US"	12297	"2017-03-09"	0
"Corona de Tucson"	31.96536	-110.77564	"PPL"	"US"	5675	"2011-05-14"	0
"Cottonwood"	34.73919	-112.00988	"PPL"	"US"	11818	"2017-03-09"	0
"Douglas"	31.34455	-109.54534	"PPL"	"US"	16592	"2017-03-09"	0
"Drexel Heights"	32.14119	-111.02843	"PPL"	"US"	27749	"2011-05-14"	0
"El Mirage"	33.61309	-112.3246	"PPL"	"US"	33935	"2017-03-09"	0
"Eloy"	32.7559	-111.55484	"PPL"	"US"	17059	"2017-03-09"	0
"Flagstaff"	35.19807	-111.65127	"PPLA2"	"US"	70320	"2017-03-09"	0
"Florence"	33.03145	-111.38734	"PPLA2"	"US"	31110	"2017-03-09"	0
"Flowing Wells"	32.29396	-111.00982	"PPL"	"US"	16419	"2011-05-14"	0
"Fortuna Foothills"	32.65783	-114.41189	"PPL"	"US"	26265	"2011-05-14"	0
"Fountain Hills"	33.61171	-111.71736	"PPL"	"US"	23899	"2017-03-09"	0
"Gilbert"	33.35283	-111.78903	"PPL"	"US"	247542	"2017-03-09"	0
"Glendale"	33.53865	-112.18599	"PPL"	"US"	240126	"2017-03-09"	0
"Globe"	33.39422	-110.7865	"PPLA2"	"US"	7396	"2017-03-09"	0
"Gold Camp"	33.29367	-111.30429	"PPL"	"US"	10159	"2011-05-14"	0
"Golden Valley"	35.22333	-114.22301	"PPL"	"US"	8370	"2011-05-14"	0
"Goodyear"	33.43532	-112.35821	"PPL"	"US"	79003	"2017-03-09"	0
"Green Valley"	31.85425	-110.9937	"PPL"	"US"	21391	"2011-05-14"	0
"Guadalupe"	33.37088	-111.96292	"PPL"	"US"	6177	"2017-03-09"	0
"Kayenta"	36.72778	-110.25458	"PPL"	"US"	5189	"2011-05-14"	0
"Kingman"	35.18944	-114.05301	"PPLA2"	"US"	28912	"2017-03-09"	0
"Lake Havasu City"	34.4839	-114.32245	"PPL"	"US"	53553	"2017-03-09"	0
"Laveen"	33.36282	-112.16932	"PPL"	"US"	5930	"2013-05-05"	0
"Litchfield Park"	33.49337	-112.35794	"PPL"	"US"	5533	"2017-03-09"	0
"Marana"	32.43674	-111.22538	"PPL"	"US"	41315	"2017-03-09"	0
"Maricopa"	33.05811	-112.04764	"PPL"	"US"	48602	"2017-03-09"	0
"Mesa"	33.42227	-111.82264	"PPL"	"US"	471825	"2017-03-09"	0
"New River"	33.91587	-112.13599	"PPL"	"US"	14952	"2011-05-14"	0
"Nogales"	31.34038	-110.93425	"PPLA2"	"US"	20252	"2017-03-09"	0
"Oro Valley"	32.39091	-110.96649	"PPL"	"US"	43565	"2017-03-09"	0
"Page"	36.91472	-111.45583	"PPL"	"US"	7490	"2017-03-09"	0
"Paradise Valley"	33.53115	-111.94265	"PPL"	"US"	13922	"2017-03-09"	0
"Paulden"	34.88558	-112.46823	"PPL"	"US"	5231	"2011-05-14"	0
"Payson"	34.23087	-111.32514	"PPL"	"US"	15345	"2017-03-09"	0
"Peoria"	33.5806	-112.23738	"PPL"	"US"	171237	"2017-03-09"	0
"Phoenix"	33.44838	-112.07404	"PPLA"	"US"	1563025	"2017-03-09"	0
"Picture Rocks"	32.34591	-111.24621	"PPL"	"US"	9563	"2011-05-14"	0
"Prescott"	34.54002	-112.4685	"PPLA2"	"US"	41899	"2017-03-09"	0
"Prescott Valley"	34.61002	-112.31572	"PPL"	"US"	42197	"2017-03-09"	0
"Queen Creek"	33.24866	-111.6343	"PPL"	"US"	34614	"2017-03-09"	0
"Rio Rico"	31.47148	-110.97648	"PPL"	"US"	18962	"2011-05-14"	0
"Safford"	32.83395	-109.70758	"PPLA2"	"US"	9683	"2017-03-09"	0
"Sahuarita"	31.95758	-110.95565	"PPL"	"US"	25707	"2017-03-09"	0
"San Luis"	32.487	-114.78218	"PPL"	"US"	31520	"2017-03-09"	0
"Scottsdale"	33.50921	-111.89903	"PPL"	"US"	236839	"2017-03-09"	0
"Sedona"	34.86974	-111.76099	"PPL"	"US"	10388	"2017-03-09"	0
"Show Low"	34.25421	-110.02983	"PPL"	"US"	10860	"2017-03-09"	0
"Sierra Vista"	31.55454	-110.30369	"PPL"	"US"	43355	"2017-03-09"	0
"Snowflake"	34.51337	-110.07845	"PPL"	"US"	5666	"2017-03-09"	0
"Somerton"	32.59644	-114.70968	"PPL"	"US"	15048	"2017-03-09"	0
"South Tucson"	32.19952	-110.96842	"PPL"	"US"	5715	"2017-03-09"	0
"Summit"	32.06702	-110.95148	"PPL"	"US"	5372	"2011-05-14"	0
"Sun City"	33.59754	-112.27182	"PPL"	"US"	37499	"2011-05-14"	0
"Sun City West"	33.66198	-112.34127	"PPL"	"US"	24535	"2011-05-14"	0
"Sun Lakes"	33.21116	-111.87542	"PPL"	"US"	13975	"2011-05-14"	0
"Surprise"	33.63059	-112.33322	"PPL"	"US"	128422	"2017-03-09"	0
"Tanque Verde"	32.25174	-110.73731	"PPL"	"US"	16901	"2011-05-14"	0
"Tempe"	33.41477	-111.90931	"PPL"	"US"	175826	"2017-03-09"	0
"Tempe Junction"	33.41421	-111.94348	"PPL"	"US"	158368	"2006-01-17"	0
"Three Points"	32.07675	-111.31371	"PPL"	"US"	5581	"2011-05-14"	0
"Tolleson"	33.45004	-112.25932	"PPL"	"US"	7008	"2017-03-09"	0
"Tuba City"	36.13499	-111.23986	"PPL"	"US"	8611	"2011-05-14"	0
"Tucson"	32.22174	-110.92648	"PPLA2"	"US"	531641	"2017-03-09"	0
"Tucson Estates"	32.18758	-111.09093	"PPL"	"US"	12192	"2011-05-14"	0
"Vail"	32.04786	-110.71203	"PPL"	"US"	10208	"2011-05-14"	0
"Wickenburg"	33.96864	-112.72962	"PPL"	"US"	6806	"2017-03-09"	0
"Williamson"	34.69002	-112.54101	"PPL"	"US"	5438	"2011-05-14"	0
"Winslow"	35.02419	-110.69736	"PPL"	"US"	9600	"2017-03-09"	0
"Youngtown"	33.59393	-112.30294	"PPL"	"US"	6613	"2017-03-09"	0
"Yuma"	32.72532	-114.6244	"PPLA2"	"US"	94139	"2017-03-09"	0
"Acton"	34.46999	-118.19674	"PPL"	"US"	7596	"2014-10-08"	0
"Adelanto"	34.58277	-117.40922	"PPL"	"US"	33166	"2017-03-09"	0
"Agoura"	34.14306	-118.73787	"PPL"	"US"	20537	"2006-01-15"	0
"Agoura Hills"	34.13639	-118.77453	"PPL"	"US"	20915	"2017-03-09"	0
"Alameda"	37.76521	-122.24164	"PPL"	"US"	78630	"2017-03-09"	0
"Alamo"	37.8502	-122.03218	"PPL"	"US"	14570	"2011-05-14"	0
"Albany"	37.88687	-122.29775	"PPL"	"US"	19735	"2017-03-09"	0
"Alhambra"	34.09529	-118.12701	"PPL"	"US"	85551	"2017-03-09"	0
"Aliso Viejo"	33.56504	-117.72712	"PPL"	"US"	50195	"2017-03-09"	0
"Alondra Park"	33.88946	-118.33091	"PPL"	"US"	8592	"2011-05-14"	0
"Alpine"	32.83505	-116.76641	"PPL"	"US"	14236	"2011-05-14"	0
"Alta Sierra"	35.73126	-118.5539	"PPL"	"US"	7047	"2016-02-07"	0
"Alta Sierra"	39.14156	-121.05384	"PPL"	"US"	6911	"2011-05-14"	0
"Altadena"	34.18973	-118.13118	"PPL"	"US"	42777	"2011-05-14"	0
"Alum Rock"	37.36605	-121.82718	"PPL"	"US"	15536	"2011-05-14"	0
"American Canyon"	38.17492	-122.2608	"PPL"	"US"	20554	"2017-03-09"	0
"Anaheim"	33.83529	-117.9145	"PPL"	"US"	350742	"2017-03-09"	0
"Antelope"	38.70824	-121.32995	"PPL"	"US"	45770	"2011-05-14"	0
"Antioch"	38.00492	-121.80579	"PPL"	"US"	110542	"2017-03-09"	0
"Apple Valley"	34.50083	-117.18588	"PPL"	"US"	72174	"2017-03-09"	0
"Aptos"	36.97717	-121.8994	"PPL"	"US"	6220	"2015-11-13"	0
"Arcadia"	34.13973	-118.03534	"PPL"	"US"	58408	"2017-03-09"	0
"Arroyo Grande"	35.11859	-120.59073	"PPL"	"US"	18108	"2017-03-09"	0
"Artesia"	33.86585	-118.08312	"PPL"	"US"	16961	"2017-03-09"	0
"Arvin"	35.20913	-118.82843	"PPL"	"US"	20876	"2017-03-09"	0
"Ashland"	37.69465	-122.11385	"PPL"	"US"	21925	"2011-05-14"	0
"Atascadero"	35.48942	-120.67073	"PPL"	"US"	29819	"2017-03-09"	0
"Atherton"	37.46133	-122.19774	"PPL"	"US"	7167	"2017-03-09"	0
"Atwater"	37.34772	-120.60908	"PPL"	"US"	29237	"2017-03-09"	0
"Auburn"	38.89657	-121.07689	"PPLA2"	"US"	13953	"2017-03-09"	0
"August"	37.97881	-121.26217	"PPL"	"US"	8390	"2011-05-14"	0
"Avenal"	36.00412	-120.12903	"PPL"	"US"	13301	"2017-03-09"	0
"Avocado Heights"	34.03612	-117.99118	"PPL"	"US"	15411	"2011-05-14"	0
"Azusa"	34.13362	-117.90756	"PPL"	"US"	49690	"2017-03-09"	0
"Bakersfield"	35.37329	-119.01871	"PPLA2"	"US"	373640	"2017-03-09"	0
"Baldwin Park"	34.08529	-117.9609	"PPL"	"US"	77071	"2017-03-09"	0
"Banning"	33.92557	-116.87641	"PPL"	"US"	30945	"2017-03-09"	0
"Barstow"	34.89859	-117.02282	"PPL"	"US"	23692	"2017-03-09"	0
"Barstow Heights"	34.86971	-117.05615	"PPL"	"US"	24202	"2006-01-17"	0
"Bay Point"	38.02909	-121.96163	"PPL"	"US"	21534	"2014-02-11"	0
"Bear Valley Springs"	35.15913	-118.62842	"PPL"	"US"	5172	"2011-05-14"	0
"Beaumont"	33.92946	-116.97725	"PPL"	"US"	43811	"2017-03-09"	0
"Bell"	33.97751	-118.18702	"PPL"	"US"	36205	"2017-03-09"	0
"Bell Gardens"	33.96529	-118.15146	"PPL"	"US"	43106	"2017-03-09"	0
"Bellflower"	33.88168	-118.11701	"PPL"	"US"	78441	"2017-03-09"	0
"Belmont"	37.52021	-122.2758	"PPL"	"US"	27218	"2017-03-09"	0
"Ben Lomond"	37.08911	-122.08635	"PPL"	"US"	6234	"2011-05-14"	0
"Benicia"	38.04937	-122.15858	"PPL"	"US"	28167	"2017-03-09"	0
"Berkeley"	37.87159	-122.27275	"PPL"	"US"	120972	"2017-03-09"	0
"Bermuda Dunes"	33.7428	-116.28918	"PPL"	"US"	7282	"2011-05-14"	0
"Beverly Hills"	34.07362	-118.40036	"PPL"	"US"	34869	"2017-03-09"	0
"Big Bear City"	34.26112	-116.84503	"PPL"	"US"	12304	"2014-04-27"	0
"Big Bear Lake"	34.2439	-116.91142	"PPL"	"US"	5213	"2017-03-09"	0
"Blackhawk"	37.82076	-121.90774	"PPL"	"US"	9354	"2011-05-15"	0
"Bloomington"	34.07029	-117.39588	"PPL"	"US"	23851	"2011-05-14"	0
"Blythe"	33.6103	-114.59635	"PPL"	"US"	19208	"2017-03-09"	0
"Bonita"	32.65783	-117.03003	"PPL"	"US"	12538	"2011-05-14"	0
"Bostonia"	32.80755	-116.93642	"PPL"	"US"	15379	"2011-05-14"	0
"Boyle Heights"	34.0339	-118.20535	"PPL"	"US"	92785	"2013-05-05"	0
"Boyes Hot Springs"	38.3138	-122.48193	"PPL"	"US"	6656	"2011-05-14"	0
"Brawley"	32.97866	-115.53027	"PPL"	"US"	25897	"2017-03-09"	0
"Brea"	33.91668	-117.90006	"PPL"	"US"	41944	"2017-03-09"	0
"Brentwood"	37.93187	-121.69579	"PPL"	"US"	58968	"2017-03-09"	0
"Buellton"	34.6136	-120.19265	"PPL"	"US"	5082	"2017-03-09"	0
"Buena Park"	33.86751	-117.99812	"PPL"	"US"	83270	"2017-03-09"	0
"Burbank"	34.18084	-118.30897	"PPL"	"US"	105319	"2017-03-09"	0
"Burlingame"	37.5841	-122.36608	"PPL"	"US"	30459	"2017-03-09"	0
"Calabasas"	34.15778	-118.63842	"PPL"	"US"	23058	"2011-05-14"	0
"Calexico"	32.67895	-115.49888	"PPL"	"US"	40053	"2017-03-09"	0
"California City"	35.1258	-117.9859	"PPL"	"US"	13277	"2017-03-09"	0
"Calipatria"	33.1256	-115.51415	"PPL"	"US"	7424	"2017-03-09"	0
"Calistoga"	38.5788	-122.57971	"PPL"	"US"	5330	"2017-03-09"	0
"Calimesa"	34.0039	-117.06198	"PPL"	"US"	8542	"2017-03-09"	0
"Camarillo"	34.21639	-119.0376	"PPL"	"US"	67608	"2017-03-09"	0
"Cambria"	35.56414	-121.08075	"PPL"	"US"	6032	"2011-05-14"	0
"Cameron Park"	38.66879	-120.98716	"PPL"	"US"	18228	"2011-05-14"	0
"Campbell"	37.28717	-121.94996	"PPL"	"US"	41117	"2017-03-09"	0
"Canoga Park"	34.20112	-118.59814	"PPL"	"US"	60578	"2013-05-05"	0
"Canyon Lake"	33.68502	-117.27309	"PPL"	"US"	11080	"2017-03-09"	0
"Capitola"	36.97523	-121.95329	"PPL"	"US"	10189	"2017-03-09"	0
"Carlsbad"	33.15809	-117.35059	"PPL"	"US"	113453	"2017-03-09"	0
"Carmichael"	38.61713	-121.32828	"PPL"	"US"	61762	"2011-05-14"	0
"Carpinteria"	34.39888	-119.51846	"PPL"	"US"	13727	"2017-03-09"	0
"Carson"	33.83141	-118.28202	"PPL"	"US"	93281	"2017-03-09"	0
"Castaic"	34.48888	-118.62287	"PPL"	"US"	19015	"2011-05-14"	0
"Castro Valley"	37.6941	-122.08635	"PPL"	"US"	61388	"2011-05-14"	0
"Castroville"	36.76579	-121.758	"PPL"	"US"	6481	"2015-06-15"	0
"Cathedral City"	33.77974	-116.46529	"PPL"	"US"	53826	"2017-03-09"	0
"Ceres"	37.59493	-120.95771	"PPL"	"US"	47963	"2017-03-09"	0
"Century City"	34.05557	-118.41786	"PPLX"	"US"	5513	"2012-05-14"	0
"Cerritos"	33.85835	-118.06479	"PPL"	"US"	49975	"2017-03-09"	0
"Charter Oak"	34.10306	-117.84589	"PPL"	"US"	9310	"2011-05-14"	0
"Chatsworth"	34.25723	-118.6012	"PPL"	"US"	41255	"2012-05-30"	0
"Cherry Valley"	33.97252	-116.97725	"PPL"	"US"	6362	"2011-05-14"	0
"Cherryland"	37.67938	-122.1033	"PPL"	"US"	14728	"2011-05-14"	0
"Chico"	39.72849	-121.83748	"PPL"	"US"	90316	"2017-03-09"	0
"Chino"	34.01223	-117.68894	"PPL"	"US"	85595	"2017-03-09"	0
"Chino Hills"	33.9938	-117.75888	"PPL"	"US"	78309	"2017-03-09"	0
"Chowchilla"	37.123	-120.26018	"PPL"	"US"	18510	"2017-03-09"	0
"Chula Vista"	32.64005	-117.0842	"PPL"	"US"	265757	"2017-03-09"	0
"Citrus"	34.11501	-117.89173	"PPL"	"US"	10866	"2011-05-14"	0
"Citrus Heights"	38.70712	-121.28106	"PPL"	"US"	87056	"2017-03-09"	0
"Claremont"	34.09668	-117.71978	"PPL"	"US"	36283	"2017-03-09"	0
"Clayton"	37.94103	-121.93579	"PPL"	"US"	11867	"2017-03-09"	0
"Clearlake"	38.95823	-122.62637	"PPL"	"US"	15182	"2017-03-09"	0
"Cloverdale"	38.80546	-123.01722	"PPL"	"US"	8811	"2017-03-09"	0
"Clovis"	36.82523	-119.70292	"PPL"	"US"	104180	"2017-03-09"	0
"Coachella"	33.6803	-116.17389	"PPL"	"US"	44635	"2017-03-09"	0
"Coalinga"	36.13968	-120.36015	"PPL"	"US"	16564	"2017-03-09"	0
"Colton"	34.0739	-117.31365	"PPL"	"US"	54621	"2017-03-09"	0
"Colusa"	39.21433	-122.00942	"PPLA2"	"US"	5935	"2017-03-09"	0
"Commerce"	34.00057	-118.15979	"PPL"	"US"	13081	"2017-03-09"	0
"Compton"	33.89585	-118.22007	"PPL"	"US"	98462	"2017-03-09"	0
"Concord"	37.97798	-122.03107	"PPL"	"US"	128667	"2017-03-09"	0
"Corcoran"	36.09801	-119.5604	"PPL"	"US"	22477	"2017-03-09"	0
"Corning"	39.92766	-122.17916	"PPL"	"US"	7548	"2017-03-09"	0
"Corona"	33.87529	-117.56644	"PPL"	"US"	164226	"2017-03-09"	0
"Coronado"	32.68589	-117.18309	"PPL"	"US"	24812	"2017-03-09"	0
"Corte Madera"	37.92548	-122.52748	"PPL"	"US"	9901	"2017-03-09"	0
"Costa Mesa"	33.64113	-117.91867	"PPL"	"US"	113204	"2017-03-09"	0
"Cotati"	38.32686	-122.70721	"PPL"	"US"	7445	"2017-03-09"	0
"Coto De Caza"	33.60419	-117.58699	"PPL"	"US"	14866	"2011-05-15"	0
"Country Club"	37.96881	-121.34078	"PPL"	"US"	9379	"2011-05-14"	0
"Covina"	34.09001	-117.89034	"PPL"	"US"	48984	"2017-03-09"	0
"Crestline"	34.24195	-117.2856	"PPL"	"US"	10770	"2011-05-14"	0
"Cudahy"	33.96057	-118.18535	"PPL"	"US"	24311	"2017-03-09"	0
"Culver City"	34.02112	-118.39647	"PPL"	"US"	39717	"2017-03-09"	0
"Cupertino"	37.323	-122.03218	"PPL"	"US"	60572	"2017-03-09"	0
"Cypress"	33.81696	-118.03729	"PPL"	"US"	49290	"2017-03-09"	0
"Daly City"	37.70577	-122.46192	"PPL"	"US"	106562	"2017-03-09"	0
"Dana Point"	33.46697	-117.69811	"PPL"	"US"	34181	"2017-03-09"	0
"Danville"	37.82159	-121.99996	"PPL"	"US"	44400	"2017-03-09"	0
"Davis"	38.54491	-121.74052	"PPL"	"US"	67666	"2017-03-09"	0
"Del Aire"	33.91613	-118.36952	"PPL"	"US"	10001	"2011-05-14"	0
"Delano"	35.76884	-119.24705	"PPL"	"US"	52733	"2017-03-09"	0
"Delhi"	37.43216	-120.77854	"PPL"	"US"	10755	"2011-05-14"	0
"Desert Hot Springs"	33.96173	-116.50353	"PPL"	"US"	28335	"2017-03-09"	0
"Diamond Bar"	34.02862	-117.81034	"PPL"	"US"	56897	"2017-03-09"	0
"Diamond Springs"	38.69463	-120.81494	"PPL"	"US"	11037	"2011-05-14"	0
"Dinuba"	36.54328	-119.38707	"PPL"	"US"	23702	"2017-03-09"	0
"Discovery Bay"	37.90854	-121.60023	"PPL"	"US"	13352	"2011-05-14"	0
"Dixon"	38.44546	-121.8233	"PPL"	"US"	19390	"2017-03-09"	0
"Dos Palos"	36.98606	-120.62657	"PPL"	"US"	5125	"2017-03-09"	0
"Downey"	33.94001	-118.13257	"PPL"	"US"	114219	"2017-03-09"	0
"Duarte"	34.13945	-117.97729	"PPL"	"US"	21990	"2017-03-09"	0
"Dublin"	37.70215	-121.93579	"PPL"	"US"	57721	"2017-03-09"	0
"Durham"	39.64627	-121.79998	"PPL"	"US"	5518	"2011-05-14"	0
"Earlimart"	35.88412	-119.27233	"PPL"	"US"	8537	"2011-05-14"	0
"East Rancho Dominguez"	33.89807	-118.19535	"PPL"	"US"	15135	"2012-06-03"	0
"East Foothills"	37.38105	-121.81745	"PPL"	"US"	8269	"2011-05-14"	0
"East Hemet"	33.74002	-116.93891	"PPL"	"US"	17418	"2011-05-14"	0
"East La Mirada"	33.92446	-117.98895	"PPL"	"US"	9757	"2011-05-14"	0
"East Los Angeles"	34.0239	-118.17202	"PPL"	"US"	126496	"2011-05-14"	0
"East Palo Alto"	37.46883	-122.14108	"PPL"	"US"	29662	"2017-03-09"	0
"East Pasadena"	34.13814	-118.07384	"PPL"	"US"	6144	"2015-08-06"	0
"East Porterville"	36.05745	-118.97566	"PPL"	"US"	6767	"2011-05-14"	0
