"name"	"country.etc"	"pop"	"lat"	"long"	"capital"
"Waukesha WI"	"WI"	68725	43.01	-88.24	0
"Wauwatosa WI"	"WI"	45076	43.06	-88.03	0
"Wayne NJ"	"NJ"	58667	40.95	-74.25	0
"Wellington FL"	"FL"	56712	26.66	-80.25	0
"West Allis WI"	"WI"	58958	43.01	-88.03	0
"West Babylon NY"	"NY"	43595	40.71	-73.36	0
"West Bloomfield Township MI"	"MI"	70520	42.57	-83.38	0
"West Covina CA"	"CA"	110646	34.05	-117.91	0
"West Des Moines IA"	"IA"	57126	41.57	-93.75	0
"West Hartford CT"	"CT"	67156	41.77	-72.75	0
"West Haven CT"	"CT"	53545	41.27	-72.97	0
"West Jordan UT"	"UT"	105629	40.6	-111.99	0
"West New York NY"	"NY"	46091	40.77	-73.98	0
"West Orange NJ"	"NJ"	48754	40.79	-74.26	0
"West Palm Beach FL"	"FL"	95924	26.75	-80.13	0
"West Sacramento CA"	"CA"	43656	38.56	-121.55	0
"West Seneca NY"	"NY"	44418	42.84	-78.75	0
"West Valley City UT"	"UT"	113989	40.69	-112.01	0
"Westborough MA"	"MA"	41520	42.27	-71.62	0
"Westfield MA"	"MA"	41068	42.14	-72.76	0
"Westland MI"	"MI"	84414	42.32	-83.38	0
"Westminster CA"	"CA"	90187	33.75	-117.99	0
"Westminster CO"	"CO"	104708	39.88	-105.05	0
"Weston FL"	"FL"	72902	26.1	-80.4	0
"Weymouth MA"	"MA"	54444	42.21	-70.95	0
"Wheaton IL"	"IL"	54365	41.86	-88.11	0
"Wheaton-Glenmont MD"	"MD"	61095	39.06	-77.05	0
"White Plains NY"	"NY"	58084	41.02	-73.76	0
"Whittier CA"	"CA"	86182	33.97	-118.02	0
"Wichita Falls TX"	"TX"	100616	33.9	-98.52	0
"Wichita KS"	"KS"	356051	37.69	-97.34	0
"Wilkes-Barre PA"	"PA"	40242	41.25	-75.88	0
"Wilmington DE"	"DE"	71065	39.74	-75.53	0
"Wilmington NC"	"NC"	93097	34.21	-77.91	0
"Wilson NC"	"NC"	47191	35.73	-77.92	0
"Winston-Salem NC"	"NC"	194826	36.1	-80.26	0
"Woodbury MN"	"MN"	52052	44.91	-92.92	0
"Woodland CA"	"CA"	52266	38.68	-121.77	0
"Woonsocket RI"	"RI"	46297	42	-71.5	0
"Worcester MA"	"MA"	177973	42.27	-71.81	0
"Wyoming MI"	"MI"	70474	42.89	-85.7	0
"Yakima WA"	"WA"	89815	46.59	-120.53	0
"Yonkers NY"	"NY"	198045	40.95	-73.87	0
"Yorba Linda CA"	"CA"	65932	33.89	-117.77	0
"Youngstown OH"	"OH"	76590	41.1	-80.65	0
"Yuba City CA"	"CA"	54086	39.14	-121.62	0
"Yucaipa CA"	"CA"	52333	34.03	-117.04	0
"Yuma AZ"	"AZ"	85720	32.68	-114.62	0
